,start,width,name,color
0,0.2188192855047454,0.026546533770073096,trna,"(0, 0, 0)"
1,0.2457450554715338,0.3614120954697094,RNR1,"(1.0, 0.2316178786767022, 0.0, 1.0)"
2,0.6075363871379585,0.025788061376642437,trna,"(0, 0, 0)"
3,0.6337036847113163,0.5908499944824841,RNR2,"(1.0, 0.5790446966917554, 0.0, 1.0)"
4,1.2249329153905157,0.02806347855693441,trna,"(0, 0, 0)"
5,1.254134102537596,0.36217056786314006,ND1,"(0.8187488187488188, 1.0, 0.0, 1.0)"
6,1.6166839065974512,0.025788061376642437,trna,"(0, 0, 0)"
7,1.6417134955806634,0.026925769966788426,trna,"(0, 0, 0)"
8,1.6693977379408824,0.025408825179927104,trna,"(0, 0, 0)"
9,1.6951857993175248,0.39478488078065843,ND2,"(0.4018366371307548, 1.0, 0.0, 1.0)"
10,2.090349916294899,0.025408825179927104,trna,"(0, 0, 0)"
11,2.118792631048548,0.025788061376642437,trna,"(0, 0, 0)"
12,2.1453391648186213,0.027305006163503755,trna,"(0, 0, 0)"
13,2.1847797292770155,0.024650352786496445,trna,"(0, 0, 0)"
14,2.209430082063512,0.024650352786496445,trna,"(0, 0, 0)"
15,2.239010505407308,0.5844029791383234,CO1,"(0.0, 1.0, 0.10772241105651532, 1.0)"
16,2.8237927207423468,0.025788061376642437,trna,"(0, 0, 0)"
17,2.8510977269058504,0.025408825179927104,trna,"(0, 0, 0)"
18,2.8768857882824928,0.25901832235657035,CO2,"(0.0, 1.0, 0.7099251017351961, 1.0)"
19,3.1457642517536617,0.026167297573357763,trna,"(0, 0, 0)"
20,3.1726900217204506,0.07812265652335797,ATP8,"(0.0, 1.0, 0.9878648051253566, 1.0)"
21,3.233747049391618,0.25788061376642435,ATP6,"(0.0, 0.9658116955911072, 1.0, 1.0)"
22,3.4916276631580425,0.2969419420281033,CO3,"(0.0, 0.7110320290467349, 1.0, 1.0)"
23,3.788948841382861,0.025408825179927104,trna,"(0, 0, 0)"
24,3.8147369027595035,0.1308364878667888,ND3,"(0.0, 0.40992878676702216, 1.0, 1.0)"
25,3.9459526268230083,0.024271116589781115,trna,"(0, 0, 0)"
26,3.9706029796095046,0.11225391422773764,ND4L,"(0.0, 0.27095805956100094, 1.0, 1.0)"
27,4.08058147665695,0.5222082428770093,ND4,"(0.0, 0.15514912022264993, 1.0, 1.0)"
28,4.603168955730675,0.025788061376642437,trna,"(0, 0, 0)"
29,4.629336253304032,0.021995699409489138,trna,"(0, 0, 0)"
30,4.6517111889102365,0.026546533770073096,trna,"(0, 0, 0)"
31,4.678636958877026,0.6867967522514625,ND5,"(0.40073378860143555, 0.0, 1.0, 1.0)"
32,5.365812947325203,0.19871976707883288,ND6,"(0.9955879496320674, 0.0, 0.9463241007358653, 1.0)"
33,5.564911950600751,0.025788061376642437,trna,"(0, 0, 0)"
34,5.59259619296097,0.43232926425547613,CYB,"(1.0, 0.0, 0.742280060294766, 1.0)"
35,6.025304693413162,0.024650352786496445,trna,"(0, 0, 0)"
36,6.051092754789804,0.025408825179927104,trna,"(0, 0, 0)"
37,6.076501579969731,0.4255030127146002,Control,"(0.5, 0.5, 0.5)"
