,start,width,name,color
0,0.0003854951412466768,0.025828174463527347,trna,"(0, 0, 0, 0.8)"
1,0.02698465988726738,0.3677623647493297,RNR1,"(1.0, 0.02316178786767022, 0.0, 1.0)"
2,0.3951325197778438,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
3,0.4217316845238645,0.6094678183109962,RNR2,"(1.0, 0.3937503937503937, 0.0, 1.0)"
4,1.0315849979761074,0.02852664045225409,trna,"(0, 0, 0, 0.8)"
5,1.060497133569608,0.3685333550318231,ND1,"(0.9805143738967269, 0.9764712522065463, 0.0, 1.0)"
6,1.4286449934601844,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
7,1.4540876727824652,0.02698465988726738,trna,"(0, 0, 0, 0.8)"
8,1.4822288180934726,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
9,1.5088279828394933,0.39975846147280386,ND2,"(0.5871309400721167, 1.0, 0.0, 1.0)"
10,1.9082009491710505,0.02544267932228067,trna,"(0, 0, 0, 0.8)"
11,1.9344146187758247,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
12,1.9617847738043386,0.02698465988726738,trna,"(0, 0, 0, 0.8)"
13,2.0014907733527463,0.025057184181033993,trna,"(0, 0, 0, 0.8)"
14,2.0277044429575204,0.02544267932228067,trna,"(0, 0, 0, 0.8)"
15,2.0539181125622945,0.5952044980848691,CO1,"(0.07757160698337173, 1.0, 0.0, 1.0)"
16,2.64835162036467,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
17,2.676107270534431,0.0265991647460207,trna,"(0, 0, 0, 0.8)"
18,2.703477425562945,0.2632931814714803,CO2,"(0.0, 1.0, 0.547793608090936, 1.0)"
19,2.968312587599412,0.024671689039787316,trna,"(0, 0, 0, 0.8)"
20,2.9937552669216925,0.07825551367307541,ATP8,"(0.0, 1.0, 0.8025716695319163, 1.0)"
21,3.0558199846624072,0.26213669604774026,ATP6,"(0.0, 1.0, 0.8720565953794563, 1.0)"
22,3.3179566807101475,0.301842695596148,CO3,"(0.0, 0.8731645441204264, 1.0, 1.0)"
23,3.6201848714475426,0.025828174463527347,trna,"(0, 0, 0, 0.8)"
24,3.6463985410523163,0.13376681401259688,ND3,"(0.0, 0.5720613018407144, 1.0, 1.0)"
25,3.7809363453474063,0.025828174463527347,trna,"(0, 0, 0, 0.8)"
26,3.8075355100934276,0.11410656180901636,ND4L,"(0.0, 0.40992878676702216, 1.0, 1.0)"
27,3.9193291010549642,0.530826809496674,ND4,"(0.0, 0.31728163529634135, 1.0, 1.0)"
28,4.450926900834131,0.02544267932228067,trna,"(0, 0, 0, 0.8)"
29,4.476755075297659,0.022358718192307257,trna,"(0, 0, 0, 0.8)"
30,4.499113793489966,0.02698465988726738,trna,"(0, 0, 0, 0.8)"
31,4.52648394851848,0.7027576424926919,ND5,"(0.26176306139541405, 0.0, 1.0, 1.0)"
32,5.224230154174965,0.19968648316577864,ND6,"(0.9102931216901803, 0.0, 1.0, 1.0)"
33,5.424302132481991,0.026213669604774024,trna,"(0, 0, 0, 0.8)"
34,5.452828772934245,0.44062094644495164,CYTB,"(1.0, 0.0, 0.858088999633117, 1.0)"
35,5.8938352145204425,0.02544267932228067,trna,"(0, 0, 0, 0.8)"
36,5.91966338898397,0.02544267932228067,trna,"(0, 0, 0, 0.8)"
37,5.94510606830625,0.3384647340145823,Control,"(0.5, 0.5, 0.5)"
